song_name,timestamp,ax,ay,az,gx,gy,gz,la,rs,tp
telephone,2026-09-01 15:37:33,0.1321,-0.0298,-0.9885,0.0002,0.0007,-0.0049,0.0022999999999999687,0.005,0.0073
telephone,2026-09-01 15:37:34,0.1321,-0.0295,-0.9893,0.0005,0.0005,-0.0046,0.0014999999999999458,0.0047,0.0062
telephone,2026-09-01 15:37:34,0.1331,-0.0291,-0.9893,0.0002,0.0007,-0.0046,0.0013999999999999568,0.0047,0.0061
telephone,2026-09-01 15:37:34,0.1333,-0.0305,-0.989,0.0002,0.0002,-0.0046,0.0016000000000000458,0.0046,0.0062
telephone,2026-09-01 15:37:34,0.1326,-0.0303,-0.9895,0.0002,0.0007,-0.0046,0.0011999999999999789,0.0047,0.0059
telephone,2026-09-01 15:37:34,0.1328,-0.0293,-0.989,0.0005,0.0005,-0.0049,0.0017000000000000348,0.005,0.0067
telephone,2026-09-01 15:37:34,0.1333,-0.0293,-0.988,0.0002,0.0005,-0.0046,0.0026000000000000467,0.0046,0.0072
telephone,2026-09-01 15:37:34,0.1331,-0.0295,-0.9873,0.0005,0.0005,-0.0046,0.0032999999999999696,0.0047,0.008
telephone,2026-09-01 15:37:34,0.1335,-0.0303,-0.9868,0.0005,0.0007,-0.0049,0.0037000000000000366,0.005,0.0087
telephone,2026-09-01 15:37:34,0.1333,-0.0298,-0.9888,0.0005,0.0007,-0.0049,0.0018000000000000238,0.005,0.0068
telephone,2026-09-01 15:37:34,0.134,-0.0293,-0.9873,0.0002,0.0005,-0.0046,0.0031999999999999806,0.0046,0.0078
telephone,2026-09-01 15:37:35,0.135,-0.0295,-0.9885,0.0002,0.0005,-0.0049,0.0019000000000000128,0.0049,0.0068
telephone,2026-09-01 15:37:35,0.1328,-0.03,-0.9883,0.0,0.0007,-0.0046,0.0023999999999999577,0.0047,0.0071
telephone,2026-09-01 15:37:35,0.1328,-0.0295,-0.9858,0.0002,0.0005,-0.0049,0.0049000000000000155,0.0049,0.0098
telephone,2026-09-01 15:37:35,0.134,-0.03,-0.9885,0.0005,0.0007,-0.0046,0.0020000000000000018,0.0047,0.0067
telephone,2026-09-01 15:37:35,0.1326,-0.0317,-0.9878,0.0005,0.0007,-0.0046,0.0028000000000000247,0.0047,0.0075
telephone,2026-09-01 15:37:35,0.1343,-0.03,-0.9905,0.0005,0.0005,-0.0046,0.0,0.0047,0.0047
telephone,2026-09-01 15:37:35,0.1335,-0.0288,-0.988,0.0002,0.0005,-0.0049,0.0026000000000000467,0.0049,0.0075
telephone,2026-09-01 15:37:35,0.1331,-0.0286,-0.99,0.0002,0.0007,-0.0049,0.0007000000000000339,0.005,0.0057
telephone,2026-09-01 15:37:35,0.1343,-0.03,-0.9924,0.0005,0.0005,-0.0049,0.0019000000000000128,0.005,0.0069
telephone,2026-09-01 15:37:35,0.1333,-0.031,-0.9929,0.0005,0.0005,-0.0046,0.0022999999999999687,0.0047,0.007
telephone,2026-09-01 15:37:36,0.1316,-0.0308,-0.9868,0.0002,0.0002,-0.0049,0.0040000000000000036,0.0049,0.0089
telephone,2026-09-01 15:37:36,0.1338,-0.0293,-0.989,0.0005,0.0007,-0.0046,0.0016000000000000458,0.0047,0.0063
telephone,2026-09-01 15:37:36,0.1326,-0.0295,-0.9873,0.0002,0.0005,-0.0049,0.0033999999999999586,0.0049,0.0083
telephone,2026-09-01 15:37:36,0.1328,-0.0298,-0.9888,0.0002,0.0005,-0.0049,0.0019000000000000128,0.0049,0.0068
telephone,2026-09-01 15:37:36,0.1333,-0.0308,-0.9873,0.0002,0.0007,-0.0049,0.0032999999999999696,0.005,0.0083
telephone,2026-09-01 15:37:36,0.1338,-0.03,-0.989,0.0002,0.0002,-0.0049,0.0014999999999999458,0.0049,0.0064
telephone,2026-09-01 15:37:36,0.1343,-0.03,-0.988,0.0002,0.0007,-0.0046,0.0024999999999999467,0.0047,0.0072
telephone,2026-09-01 15:37:36,0.1328,-0.0298,-0.9873,0.0002,0.0005,-0.0046,0.0033999999999999586,0.0046,0.008
telephone,2026-09-01 15:37:36,0.1333,-0.031,-0.9888,0.0002,0.0007,-0.0046,0.0018000000000000238,0.0047,0.0065
telephone,2026-09-01 15:37:37,0.134,-0.0295,-0.9885,0.0002,0.0005,-0.0049,0.0020000000000000018,0.0049,0.0069
telephone,2026-09-01 15:37:37,0.1338,-0.0305,-0.9883,0.0,0.0005,-0.0049,0.0021999999999999797,0.0049,0.0071
telephone,2026-09-01 15:37:37,0.1318,-0.0298,-0.9878,0.0,0.0007,-0.0049,0.0030000000000000027,0.0049,0.0079
telephone,2026-09-01 15:37:37,0.1331,-0.03,-0.9888,0.0005,0.0007,-0.0046,0.0018000000000000238,0.0047,0.0065
telephone,2026-09-01 15:37:37,0.1335,-0.0295,-0.9878,0.0002,0.0007,-0.0046,0.0028000000000000247,0.0047,0.0075
telephone,2026-09-01 15:37:37,0.1326,-0.0298,-0.989,0.0002,0.0007,-0.0049,0.0017000000000000348,0.005,0.0067
telephone,2026-09-01 15:37:37,0.1321,-0.0288,-0.9883,0.0012,0.0005,-0.0046,0.0024999999999999467,0.0048,0.0073
telephone,2026-09-01 15:37:37,0.1331,-0.0303,-0.9897,0.0005,0.0007,-0.0046,0.0009000000000000119,0.0047,0.0056
telephone,2026-09-01 15:37:37,0.1377,-0.0305,-0.981,0.021,0.0017,-0.0146,0.008900000000000019,0.0256,0.0345
telephone,2026-09-01 15:37:37,0.1343,-0.0476,-0.9973,-0.0085,0.0002,-0.0054,0.007400000000000073,0.0101,0.0175
telephone,2026-09-01 15:37:38,0.123,0.0664,-0.8843,0.0464,0.002,-0.001,0.10470000000000002,0.0465,0.1512
telephone,2026-09-01 15:37:38,0.1384,-0.0928,-1.0212,-0.0083,0.0002,-0.0054,0.03469999999999995,0.0099,0.0446
telephone,2026-09-01 15:37:38,0.1375,-0.0908,-1.0234,-0.0088,0.0002,-0.0054,0.036599999999999966,0.0103,0.0469
telephone,2026-09-01 15:37:38,0.1357,-0.0859,-1.0195,-0.0168,0.0002,-0.0061,0.03210000000000002,0.0179,0.05
telephone,2026-09-01 15:37:38,0.1372,-0.0837,-1.0198,0.0493,0.001,-0.0007,0.032399999999999984,0.0493,0.0817
telephone,2026-09-01 15:37:38,0.1375,-0.0845,-1.0195,0.0308,0.001,-0.0022,0.032200000000000006,0.0309,0.0631
telephone,2026-09-01 15:37:38,0.1299,-0.0078,-0.9561,0.0176,0.0012,-0.0032,0.03510000000000002,0.0179,0.053
telephone,2026-09-01 15:37:38,0.1377,-0.0776,-1.0146,-0.0212,0.0002,-0.0066,0.026799999999999935,0.0222,0.049
telephone,2026-09-01 15:37:38,0.1365,-0.071,-1.0115,-0.0415,0.0,-0.0083,0.0230999999999999,0.0423,0.0654
telephone,2026-09-01 15:37:39,0.137,-0.052,-0.9961,-0.062,-0.0005,-0.0103,0.006799999999999917,0.0629,0.0697
telephone,2026-09-01 15:37:39,0.1316,-0.0283,-0.9729,-0.0562,-0.001,-0.0095,0.017800000000000038,0.057,0.0748
telephone,2026-09-01 15:37:39,0.1316,-0.0181,-0.9678,-0.0222,0.0,-0.0068,0.02310000000000001,0.0232,0.0463
telephone,2026-09-01 15:37:39,0.1323,-0.0244,-0.9702,0.021,0.0015,-0.0032,0.020499999999999963,0.0213,0.0418
telephone,2026-09-01 15:37:39,0.1362,-0.0471,-0.9915,0.0466,0.0017,-0.0007,0.0019000000000000128,0.0466,0.0485
telephone,2026-09-01 15:37:39,0.1345,-0.0657,-1.0042,0.0247,0.0012,-0.0029,0.015300000000000091,0.0249,0.0402
telephone,2026-09-01 15:37:39,0.1367,-0.0581,-1.0059,-0.0171,0.0002,-0.0063,0.016799999999999926,0.0182,0.035
telephone,2026-09-01 15:37:39,0.1328,-0.0435,-0.9883,-0.0295,0.0,-0.0071,0.0019000000000000128,0.0303,0.0322
telephone,2026-09-01 15:37:39,0.1335,-0.0452,-0.9888,-0.0251,-0.0002,-0.0068,0.0011999999999999789,0.026,0.0272
telephone,2026-09-01 15:37:39,0.1326,-0.0347,-0.9792,-0.0178,0.0,-0.0061,0.011299999999999977,0.0188,0.0301
telephone,2026-09-01 15:37:40,0.1335,-0.0344,-0.981,0.0024,0.0007,-0.0044,0.009399999999999964,0.0051,0.0145
telephone,2026-09-01 15:37:40,0.1338,-0.0422,-0.9871,0.0132,0.001,-0.0037,0.0030000000000000027,0.0137,0.0167
telephone,2026-09-01 15:37:40,0.1331,-0.0422,-0.9841,0.009,0.0007,-0.0042,0.006000000000000005,0.01,0.016
telephone,2026-09-01 15:37:40,0.135,-0.0488,-0.9917,0.0046,0.0007,-0.0044,0.0020000000000000018,0.0064,0.0084
telephone,2026-09-01 15:37:40,0.135,-0.0479,-0.9912,-0.0017,0.0005,-0.0049,0.0015000000000000568,0.0052,0.0067
telephone,2026-09-01 15:37:40,0.134,-0.0469,-0.9917,0.0002,0.0005,-0.0046,0.0018000000000000238,0.0046,0.0064
telephone,2026-09-01 15:37:40,0.1335,-0.0454,-0.9895,-0.0017,0.0005,-0.0049,0.0004999999999999449,0.0052,0.0057
telephone,2026-09-01 15:37:40,0.1338,-0.0442,-0.9885,-0.0015,0.0005,-0.0051,0.0014999999999999458,0.0053,0.0068
telephone,2026-09-01 15:37:40,0.134,-0.0442,-0.9868,0.001,0.0005,-0.0046,0.0031999999999999806,0.0047,0.0079
telephone,2026-09-01 15:37:41,0.1348,-0.0457,-0.9875,0.001,0.0007,-0.0046,0.0022999999999999687,0.0048,0.0071
telephone,2026-09-01 15:37:41,0.1333,-0.0447,-0.9888,0.0,0.0005,-0.0049,0.0012999999999999678,0.0049,0.0062
telephone,2026-09-01 15:37:41,0.1338,-0.0444,-0.9895,-0.0002,0.0005,-0.0046,0.0004999999999999449,0.0046,0.0051
telephone,2026-09-01 15:37:41,0.1335,-0.0444,-0.9888,0.0002,0.0005,-0.0046,0.0011999999999999789,0.0046,0.0058
telephone,2026-09-01 15:37:41,0.1362,-0.0444,-0.9924,0.0015,0.0005,-0.0046,0.0026999999999999247,0.0049,0.0076
telephone,2026-09-01 15:37:41,0.1333,-0.0469,-0.9897,0.0051,0.0007,-0.0044,0.00029999999999996696,0.0068,0.0071
telephone,2026-09-01 15:37:41,0.1348,-0.0469,-0.9922,0.0,0.0007,-0.0046,0.0023999999999999577,0.0047,0.0071
telephone,2026-09-01 15:37:41,0.1343,-0.0457,-0.9934,0.0015,0.0007,-0.0044,0.0035000000000000586,0.0047,0.0082
telephone,2026-09-01 15:37:41,0.1328,-0.0439,-0.9878,-0.0007,0.0,-0.0049,0.0022999999999999687,0.0049,0.0072
telephone,2026-09-01 15:37:41,0.1343,-0.0476,-0.9978,0.0098,0.0007,-0.0039,0.007900000000000018,0.0106,0.0185
telephone,2026-09-01 15:37:42,0.1348,-0.0474,-0.9915,0.0015,0.0007,-0.0046,0.0017000000000000348,0.0049,0.0066
telephone,2026-09-01 15:37:42,0.1328,-0.0417,-0.9858,0.0042,0.0007,-0.0044,0.0043999999999999595,0.0061,0.0105
telephone,2026-09-01 15:37:42,0.136,-0.0449,-0.9956,0.0029,0.0007,-0.0044,0.005800000000000027,0.0053,0.0111
telephone,2026-09-01 15:37:42,0.1316,-0.0454,-0.9897,-0.0017,0.0007,-0.0049,0.0006000000000000449,0.0052,0.0058
telephone,2026-09-01 15:37:42,0.135,-0.0447,-0.9919,0.001,0.0007,-0.0046,0.0020000000000000018,0.0048,0.0068
telephone,2026-09-01 15:37:42,0.1331,-0.0444,-0.9863,0.0034,0.0007,-0.0044,0.0038000000000000256,0.0056,0.0094
telephone,2026-09-01 15:37:42,0.1335,-0.043,-0.9863,0.0002,0.0,-0.0046,0.0038000000000000256,0.0046,0.0084
telephone,2026-09-01 15:37:42,0.1304,-0.0444,-0.9854,0.0022,0.0005,-0.0044,0.0050000000000000044,0.0049,0.0099
telephone,2026-09-01 15:37:42,0.1382,-0.0435,-0.9871,-0.0017,0.0005,-0.0051,0.0022999999999999687,0.0054,0.0077
telephone,2026-09-01 15:37:42,0.1333,-0.0439,-0.9897,0.0007,0.0007,-0.0044,0.00039999999999995595,0.0045,0.0049
telephone,2026-09-01 15:37:43,0.1362,-0.0488,-0.9966,-0.0002,0.0005,-0.0049,0.006999999999999895,0.0049,0.0119
telephone,2026-09-01 15:37:43,0.1304,-0.0432,-0.9863,-0.0039,0.0005,-0.0049,0.0041999999999999815,0.0063,0.0105
telephone,2026-09-01 15:37:43,0.1311,-0.0439,-0.9861,-0.0066,0.0005,-0.0054,0.0042999999999999705,0.0085,0.0128
telephone,2026-09-01 15:37:43,0.1321,-0.0444,-0.9863,-0.0015,0.0005,-0.0049,0.0039000000000000146,0.0051,0.009
telephone,2026-09-01 15:37:43,0.1345,-0.0437,-0.991,-0.0022,0.0007,-0.0049,0.0009999999999998899,0.0054,0.0064
telephone,2026-09-01 15:37:43,0.1333,-0.0464,-0.99,0.0063,0.0007,-0.0042,0.0,0.0076,0.0076
telephone,2026-09-01 15:37:43,0.1343,-0.0476,-0.9895,0.0005,0.0005,-0.0046,0.00029999999999996696,0.0047,0.005
telephone,2026-09-01 15:37:43,0.1321,-0.042,-0.9802,-0.0059,0.0005,-0.0051,0.010000000000000009,0.0078,0.0178
telephone,2026-09-01 15:37:43,0.137,-0.0425,-0.9861,0.0,0.0005,-0.0049,0.0034999999999999476,0.0049,0.0084
telephone,2026-09-01 15:37:44,0.1318,-0.0464,-0.9856,0.0029,0.0005,-0.0046,0.0044999999999999485,0.0055,0.01
telephone,2026-09-01 15:37:44,0.1353,-0.0459,-0.9902,-0.0022,0.0007,-0.0049,0.0004999999999999449,0.0054,0.0059
telephone,2026-09-01 15:37:44,0.1328,-0.0405,-0.9822,-0.0017,0.0002,-0.0049,0.008000000000000007,0.0052,0.0132
telephone,2026-09-01 15:37:44,0.1348,-0.0447,-0.9888,0.0056,0.0007,-0.0044,0.0010999999999999899,0.0072,0.0083
disturbia,2026-09-01 15:40:21,0.0535,-0.0334,0.0027,-0.0056,0.0088,-0.0039,0.9369,0.0111,0.948
disturbia,2026-09-01 15:40:22,0.8789,-0.5684,-0.6621,-0.0625,0.1628,-0.385,0.2385,0.4227,0.6612
disturbia,2026-09-01 15:40:22,0.2505,0.2449,-0.616,0.1824,0.4375,-1.156,0.2914,1.2494,1.5408
disturbia,2026-09-01 15:40:22,0.2036,1.1582,-0.4358,-0.075,-0.2952,-0.2234,0.2541,0.3777,0.6318
disturbia,2026-09-01 15:40:22,-0.6199,0.3455,-0.644,0.3635,-0.4919,1.8071,0.0417,1.9078,1.9495
disturbia,2026-09-01 15:40:22,-0.5193,-2.0168,-0.8262,0.1499,0.6912,1.7297,1.2405,1.8687,3.1092
disturbia,2026-09-01 15:40:22,-0.0378,-1.1836,-0.9275,0.3401,0.2004,-0.9595,0.5042,1.0375,1.5417
disturbia,2026-09-01 15:40:22,0.1729,0.4265,-0.2729,0.5691,0.2429,-1.79,0.465,1.8939,2.3589
disturbia,2026-09-01 15:40:22,0.7266,1.0793,-0.5693,-0.1902,-0.2666,0.21,0.4202,0.389,0.8092
disturbia,2026-09-01 15:40:22,-0.2217,0.7104,-0.9365,-0.4724,-0.4373,1.6956,0.1962,1.8137,2.0099
disturbia,2026-09-01 15:40:22,-0.1462,-1.8345,-0.8904,0.2446,0.1699,0.1968,1.0444,0.357,1.4014
disturbia,2026-09-01 15:40:23,-0.2307,-1.1284,-0.9358,-0.002,0.4075,-0.8989,0.484,0.987,1.471
disturbia,2026-09-01 15:40:23,0.2864,0.238,-0.4985,0.4863,0.0974,-1.4265,0.3778,1.5103,1.8881
disturbia,2026-09-01 15:40:23,0.7964,1.071,-0.3835,0.2878,-0.2031,-1.1616,0.3887,1.2138,1.6025
disturbia,2026-09-01 15:40:23,0.3835,0.8599,-0.9392,-0.5188,-0.5085,0.9868,0.3299,1.2254,1.5553
disturbia,2026-09-01 15:40:23,-0.2236,0.249,-1.3997,-0.5413,-0.3928,1.5471,0.4392,1.6855,2.1247
disturbia,2026-09-01 15:40:23,0.0647,-0.7375,-1.5959,0.6721,0.3284,-0.6033,0.7593,0.961,1.7203
disturbia,2026-09-01 15:40:23,0.1055,-0.1318,-0.4231,0.6382,0.2822,-1.3491,0.5445,1.5189,2.0634
disturbia,2026-09-01 15:40:23,0.6638,2.3105,-0.4512,0.3005,-0.01,-0.4431,1.4459,0.5355,1.9814
disturbia,2026-09-01 15:40:23,0.1787,1.1504,-0.7595,-0.3682,-0.2747,0.9541,0.39,1.0589,1.4489
disturbia,2026-09-01 15:40:23,-1.5002,-2.4265,-2.2981,-1.0298,-0.3142,2.5583,2.6633,2.7756,5.4389
disturbia,2026-09-01 15:40:24,0.1592,-0.9609,-1.2095,0.5771,0.2346,-0.7878,0.5529,1.0043,1.5572
disturbia,2026-09-01 15:40:24,0.7502,1.0999,-0.665,0.7737,0.0464,-1.0322,0.4882,1.2908,1.779
disturbia,2026-09-01 15:40:24,0.7871,0.1025,-0.6562,-0.0232,-0.1523,0.8088,0.0299,0.8233,0.8532
disturbia,2026-09-01 15:40:24,0.0696,-1.74,-0.3657,0.604,0.1799,0.6313,0.7794,0.892,1.6714
disturbia,2026-09-01 15:40:24,0.4595,-1.0686,-0.3809,0.1719,0.0637,0.0508,0.224,0.1902,0.4142
disturbia,2026-09-01 15:40:24,0.9998,-0.8088,-0.9343,0.2715,-0.3923,-0.5007,0.5896,0.6916,1.2812
disturbia,2026-09-01 15:40:24,1.1738,-0.2998,0.0437,-0.5083,1.0828,-0.1655,0.2123,1.2076,1.4199
disturbia,2026-09-01 15:40:24,-1.1404,-2.8669,0.1624,0.6379,-0.6118,-0.959,2.0897,1.3042,3.3939
disturbia,2026-09-01 15:40:24,-1.3391,0.6726,-2.1382,1.271,-1.9727,-3.0847,1.611,3.8759,5.4869
disturbia,2026-09-01 15:40:25,0.3455,2.2595,-1.6172,-0.1917,0.6284,0.8042,1.8,1.0384,2.8384
disturbia,2026-09-01 15:40:25,-1.0312,-0.7175,0.1279,-1.2354,1.3665,2.437,0.2628,3.0549,3.3177
disturbia,2026-09-01 15:40:25,-0.7209,-2.2649,-0.646,0.323,-0.7778,-0.7112,1.4631,1.1023,2.5654
disturbia,2026-09-01 15:40:25,-1.895,-0.2122,-1.5137,0.9846,-1.436,-3.115,1.4346,3.5686,5.0032
disturbia,2026-09-01 15:40:25,-0.8242,2.7158,-2.0566,-0.0791,-0.0483,0.0403,2.5049,0.1011,2.606
disturbia,2026-09-01 15:40:25,-0.7048,0.6545,-0.8853,-0.5793,1.1021,2.6372,0.3072,2.9163,3.2235
disturbia,2026-09-01 15:40:25,-1.0154,-2.6704,0.0581,-0.2673,0.3987,1.6526,1.8575,1.7209,3.5784
disturbia,2026-09-01 15:40:25,-0.9922,-1.717,-0.3164,0.217,-1.031,-2.0862,1.0081,2.3372,3.3453
disturbia,2026-09-01 15:40:25,-0.3623,3.0601,-2.1497,-0.1306,-0.4526,-1.2935,2.7572,1.3766,4.1338
disturbia,2026-09-01 15:40:25,-0.2458,1.6177,-1.1101,-0.2881,0.8003,2.1472,0.9773,2.3095,3.2868
disturbia,2026-09-01 15:40:26,-1.2378,-1.2781,-0.4329,-0.2234,0.728,2.4502,0.8311,2.5658,3.3969
disturbia,2026-09-01 15:40:26,-0.7197,-1.3992,-0.5452,0.0891,-0.4993,-1.584,0.6652,1.6632,2.3284
disturbia,2026-09-01 15:40:26,0.2976,2.4258,-1.9265,0.1011,-1.0303,-1.9792,2.112,2.2336,4.3456
disturbia,2026-09-01 15:40:26,0.5588,1.7524,-0.8452,-0.1489,0.137,0.7803,1.0242,0.8061,1.8303
disturbia,2026-09-01 15:40:26,-1.2087,-1.5881,-0.8066,0.3411,0.135,2.063,1.1526,2.0954,3.248
disturbia,2026-09-01 15:40:26,-0.9417,-1.4058,-0.6833,0.4011,-0.562,-2.6006,0.8248,2.6907,3.5155
disturbia,2026-09-01 15:40:26,-0.9309,3.3745,-1.2397,-0.6726,-0.0229,-2.7625,2.7136,2.8433,5.5569
disturbia,2026-09-01 15:40:26,-0.7708,1.2761,-0.6965,0.4595,0.0603,3.1279,0.6455,3.162,3.8075
disturbia,2026-09-01 15:40:26,-0.948,-1.4199,-0.3604,0.1687,0.8682,2.2036,0.7449,2.3745,3.1194
disturbia,2026-09-01 15:40:27,-1.1035,-1.8384,-0.1687,0.3171,-0.9326,-2.446,1.1508,2.6369,3.7877
disturbia,2026-09-01 15:40:27,-1.4319,1.469,-1.2166,-0.1047,-1.3823,-3.2424,1.385,3.5263,4.9113
disturbia,2026-09-01 15:40:27,-0.4966,1.2732,-0.8142,0.1785,0.1658,1.687,0.5908,1.7045,2.2953
disturbia,2026-09-01 15:40:27,-1.781,-0.2764,-0.9131,-0.3989,1.1143,3.541,1.0204,3.7336,4.754
disturbia,2026-09-01 15:40:27,-1.0239,-2.6589,-0.7991,0.2246,-0.5764,-1.293,1.9592,1.4334,3.3926
disturbia,2026-09-01 15:40:27,-1.9412,0.7988,-1.2864,0.103,-0.8423,-3.5823,1.4619,3.6814,5.1433
disturbia,2026-09-01 15:40:27,-0.5125,2.7029,-0.7974,-0.1174,0.0354,0.5806,1.8643,0.5934,2.4577
disturbia,2026-09-01 15:40:27,-1.3027,0.0271,-0.7573,0.3457,0.9712,3.2649,0.5071,3.4238,3.9309
disturbia,2026-09-01 15:40:27,-1.1953,-3.9377,-0.3389,-0.0232,-0.1321,0.6482,3.1291,0.6619,3.791
disturbia,2026-09-01 15:40:27,-2.3149,-0.7004,-0.8916,0.6399,-1.1653,-3.7146,1.5776,3.9453,5.5229
disturbia,2026-09-01 15:40:28,-0.7729,4.6465,-1.5737,0.021,0.1306,-0.6335,3.9663,0.6472,4.6135
disturbia,2026-09-01 15:40:28,-0.5449,0.7251,-0.7461,0.4399,0.3643,3.1267,0.1745,3.1784,3.3529
disturbia,2026-09-01 15:40:28,-0.4092,-2.7192,-0.127,-0.4883,0.2715,1.1152,1.7527,1.2473,3.0
disturbia,2026-09-01 15:40:28,-0.8777,-1.6555,-0.4763,0.0691,-0.4932,-2.5659,0.9334,2.6138,3.5472
disturbia,2026-09-01 15:40:28,-0.1326,3.196,-1.428,-0.1619,-0.2163,-0.5295,2.503,0.5944,3.0974
disturbia,2026-09-01 15:40:28,0.0854,0.8518,-0.5852,-0.5369,0.4463,1.9019,0.037,2.026,2.063
disturbia,2026-09-01 15:40:28,-0.6763,-3.0762,-0.8965,-0.0181,-0.2561,1.8015,2.2748,1.8197,4.0945
disturbia,2026-09-01 15:40:28,-2.1433,-0.8428,-0.8894,0.8936,-0.533,-3.4592,1.4688,3.6123,5.0811
disturbia,2026-09-01 15:40:28,-1.4365,3.7798,-0.9995,-0.147,-0.1116,0.4663,3.1653,0.5015,3.6668
disturbia,2026-09-01 15:40:28,-2.0479,-0.1143,-0.658,-0.5151,1.0845,3.5051,1.154,3.705,4.859
disturbia,2026-09-01 15:40:29,-1.6057,-3.5842,-0.585,0.1321,-0.3711,-0.8201,2.9708,0.9098,3.8806
disturbia,2026-09-01 15:40:29,-3.3833,-0.0015,-1.1155,0.6069,-1.665,-4.0122,2.5625,4.3861,6.9486
disturbia,2026-09-01 15:40:29,-0.9561,2.5259,-1.0051,0.0103,0.2815,0.5469,1.8818,0.6152,2.497
disturbia,2026-09-01 15:40:29,-1.8997,-0.1401,-0.9539,-1.1846,0.8586,3.5864,1.1304,3.8733,5.0037
disturbia,2026-09-01 15:40:29,-1.3418,-3.1189,-1.3013,0.1768,-0.6787,-0.8279,2.6361,1.085,3.7211
disturbia,2026-09-01 15:40:29,-3.2722,0.3647,-0.978,0.4497,-1.219,-4.0398,2.4346,4.2436,6.6782
disturbia,2026-09-01 15:40:29,-1.3687,2.3936,-0.7151,0.1328,0.2742,1.5554,1.8485,1.585,3.4335
disturbia,2026-09-01 15:40:29,-1.6938,-0.6692,-0.7317,-0.2878,0.8674,3.385,0.9627,3.5062,4.4689
disturbia,2026-09-01 15:40:29,-1.7068,-2.8096,-0.6743,0.26,-0.4731,-1.2942,2.3558,1.4023,3.7581
disturbia,2026-09-01 15:40:30,-3.6284,0.6992,-1.2437,0.2395,-1.3906,-4.1516,2.8988,4.3849,7.2837
disturbia,2026-09-01 15:40:30,-1.2976,2.4929,-0.8457,0.2007,0.354,1.7522,1.9349,1.7988,3.7337
disturbia,2026-09-01 15:40:30,-2.4333,-1.1409,-1.0386,-1.1514,1.0544,3.6042,1.8812,3.9278,5.809
disturbia,2026-09-01 15:40:30,-1.4729,-2.3005,-0.9207,0.0601,-0.2678,-1.8123,1.8826,1.833,3.7156
disturbia,2026-09-01 15:40:30,-2.1008,3.1641,-2.5447,0.095,-0.9001,-3.7822,3.5717,3.889,7.4607
disturbia,2026-09-01 15:40:30,-0.7529,1.9189,-0.6108,0.1384,0.5225,1.6096,1.1499,1.6979,2.8478
disturbia,2026-09-01 15:40:30,-1.7803,-0.7144,-0.9885,-1.6604,0.5583,3.5061,1.158,3.9194,5.0774
disturbia,2026-09-01 15:40:30,-0.1611,-0.9268,-1.3696,0.2434,-0.8745,-1.46,0.6615,1.7192,2.3807
disturbia,2026-09-01 15:40:30,0.4504,0.6523,-0.592,-1.2183,-0.0706,-0.1062,0.0106,1.225,1.2356
disturbia,2026-09-01 15:40:30,0.4802,0.9622,-0.8293,-0.2739,-0.2439,-0.0955,0.358,0.379,0.737
disturbia,2026-09-01 15:40:31,0.3406,0.3191,-0.6621,-0.3826,0.095,0.168,0.1899,0.4285,0.6184
disturbia,2026-09-01 15:40:31,0.2705,0.749,-0.8003,0.8149,-0.6787,0.0032,0.129,1.0605,1.1895
disturbia,2026-09-01 15:40:31,0.2781,0.2346,-0.7268,0.9641,-0.302,-0.1816,0.1872,1.0265,1.2137
disturbia,2026-09-01 15:40:31,0.312,0.0288,-0.8079,0.1721,0.0293,-0.0601,0.1335,0.1846,0.3181
disturbia,2026-09-01 15:40:31,0.2478,0.0952,-0.7974,-0.5935,-0.365,-0.0654,0.1596,0.6998,0.8594
disturbia,2026-09-01 15:40:31,0.157,0.0127,-1.6362,1.1267,0.0288,-0.0911,0.6438,1.1307,1.7745
disturbia,2026-09-01 15:40:31,0.1389,-0.1384,-1.0566,-0.041,0.0007,-0.0081,0.0746,0.0418,0.1164
disturbia,2026-09-01 15:40:31,0.1416,-0.0769,-1.0212,-0.1475,-0.001,-0.0168,0.0338,0.1485,0.1823
disturbia,2026-09-01 15:40:31,0.1345,-0.0303,-0.9827,-0.1665,-0.0032,-0.0183,0.0077,0.1675,0.1752
disturbia,2026-09-01 15:40:32,0.1318,-0.0029,-0.9585,-0.1482,-0.0042,-0.0168,0.0325,0.1492,0.1817
disturbia,2026-09-01 15:40:32,0.1292,0.0156,-0.9409,-0.1228,-0.0039,-0.0144,0.0501,0.1237,0.1738
disturbia,2026-09-01 15:40:32,0.127,0.0361,-0.9229,-0.0886,-0.0029,-0.012,0.0677,0.0895,0.1572
disturbia,2026-09-01 15:40:32,0.1335,-0.0181,-0.9729,-0.1416,-0.0032,-0.0161,0.0178,0.1425,0.1603
disturbia,2026-09-01 15:40:32,0.1316,-0.0107,-0.9648,-0.134,-0.0032,-0.0156,0.0262,0.1349,0.1611
disturbia,2026-09-01 15:40:32,0.127,0.0261,-0.9282,-0.0386,-0.0002,-0.0071,0.0628,0.0392,0.102
disturbia,2026-09-01 15:40:32,0.1348,0.0212,-0.9265,-0.0305,-0.0005,-0.0073,0.0635,0.0314,0.0949
disturbia,2026-09-01 15:40:32,0.1226,0.0212,-0.9243,-0.0273,-0.001,-0.0068,0.0674,0.0282,0.0956
disturbia,2026-09-01 15:40:32,0.1284,0.0164,-0.9402,-0.0264,-0.0002,-0.0071,0.0509,0.0273,0.0782
