song_name,timestamp,ax,ay,az,gx,gy,gz,la,rs,tp
disturbia,2026-09-01 15:40:32,0.1252,0.0161,-0.9358,-0.0295,-0.0007,-0.0071,0.0557,0.0304,0.0861
disturbia,2026-09-01 15:40:33,0.1321,-0.0039,-0.9561,-0.0984,-0.0024,-0.0127,0.0348,0.0992,0.134
disturbia,2026-09-01 15:40:33,0.1272,0.0103,-0.9438,-0.0117,0.0002,-0.0054,0.0476,0.0129,0.0605
disturbia,2026-09-01 15:40:33,0.1287,0.01,-0.9431,-0.0007,0.0007,-0.0049,0.0481,0.005,0.0531
disturbia,2026-09-01 15:40:33,0.1282,0.0078,-0.9446,0.0071,0.0005,-0.0042,0.0467,0.0083,0.055
disturbia,2026-09-01 15:40:33,0.1252,0.0054,-0.9451,0.0129,0.001,-0.0037,0.0466,0.0135,0.0601
disturbia,2026-09-01 15:40:33,0.1318,0.0032,-0.9519,-0.0596,-0.0015,-0.0095,0.039,0.0604,0.0994
disturbia,2026-09-01 15:40:33,0.1292,0.0059,-0.9475,-0.0459,-0.0012,-0.0083,0.0437,0.0467,0.0904
disturbia,2026-09-01 15:40:33,0.1277,0.0034,-0.9482,-0.0227,-0.0002,-0.0066,0.0432,0.0236,0.0668
disturbia,2026-09-01 15:40:33,0.1296,0.0029,-0.9485,-0.0051,0.0002,-0.0051,0.0427,0.0072,0.0499
disturbia,2026-09-01 15:40:34,0.134,0.0002,-0.9541,0.0264,0.002,-0.0027,0.0365,0.0266,0.0631
disturbia,2026-09-01 15:40:34,0.1326,-0.01,-0.9619,0.0513,0.0022,-0.0002,0.029,0.0513,0.0803
disturbia,2026-09-01 15:40:34,0.1318,-0.0247,-0.9739,0.0623,0.0029,0.0005,0.0169,0.0624,0.0793
disturbia,2026-09-01 15:40:34,0.1389,-0.0415,-0.9949,0.0735,0.0024,0.0015,0.0054,0.0736,0.079
disturbia,2026-09-01 15:40:34,0.1338,-0.0566,-1.0012,0.0725,0.002,0.0012,0.0117,0.0725,0.0842
disturbia,2026-09-01 15:40:34,0.1399,-0.0667,-1.0142,0.0488,0.0017,-0.0005,0.026,0.0488,0.0748
disturbia,2026-09-01 15:40:34,0.1367,-0.072,-1.0117,0.0291,0.001,-0.0024,0.0234,0.0292,0.0526
disturbia,2026-09-01 15:40:34,0.1382,-0.0725,-1.0142,-0.0083,0.0002,-0.0054,0.0261,0.0099,0.036
disturbia,2026-09-01 15:40:34,0.1355,-0.0588,-1.0017,-0.0398,0.0,-0.0081,0.0125,0.0406,0.0531
disturbia,2026-09-01 15:40:34,0.1382,-0.0469,-0.9971,-0.0479,-0.0005,-0.0088,0.0077,0.0487,0.0564
disturbia,2026-09-01 15:40:35,0.1326,-0.033,-0.98,-0.0483,-0.0005,-0.0085,0.0105,0.049,0.0595
disturbia,2026-09-01 15:40:35,0.1328,-0.0215,-0.9724,-0.042,-0.0005,-0.0081,0.0183,0.0428,0.0611
disturbia,2026-09-01 15:40:35,0.1313,-0.0161,-0.968,-0.0178,0.0,-0.0061,0.023,0.0188,0.0418
disturbia,2026-09-01 15:40:35,0.1333,-0.02,-0.9714,0.0032,0.0007,-0.0046,0.0193,0.0056,0.0249
disturbia,2026-09-01 15:40:35,0.1321,-0.0212,-0.9707,0.0115,0.001,-0.0037,0.0201,0.0121,0.0322
disturbia,2026-09-01 15:40:35,0.1323,-0.0273,-0.9771,0.0217,0.0012,-0.0029,0.0136,0.0219,0.0355
disturbia,2026-09-01 15:40:35,0.1353,-0.0349,-0.9844,0.0259,0.0012,-0.0024,0.0057,0.026,0.0317
disturbia,2026-09-01 15:40:35,0.1355,-0.0396,-0.9875,0.0273,0.0012,-0.0024,0.0025,0.0274,0.0299
disturbia,2026-09-01 15:40:35,0.1321,-0.0432,-0.9866,0.0256,0.001,-0.0024,0.0037,0.0257,0.0294
disturbia,2026-09-01 15:40:36,0.1345,-0.0325,-0.9844,0.0115,0.0012,-0.0039,0.0059,0.0122,0.0181
disturbia,2026-09-01 15:40:36,0.1362,-0.0479,-0.9915,0.0183,0.001,-0.0032,0.002,0.0186,0.0206
disturbia,2026-09-01 15:40:36,0.1348,-0.0481,-0.9944,0.0078,0.0007,-0.0039,0.0046,0.0087,0.0133
disturbia,2026-09-01 15:40:36,0.1353,-0.0459,-0.9924,-0.0066,0.0007,-0.0051,0.0026,0.0084,0.011
disturbia,2026-09-01 15:40:36,0.1367,-0.0396,-0.9885,-0.0034,0.0005,-0.0046,0.0013,0.0057,0.007
disturbia,2026-09-01 15:40:36,0.1328,-0.0356,-0.9841,-0.0063,0.0002,-0.0054,0.0063,0.0083,0.0146
disturbia,2026-09-01 15:40:36,0.1345,-0.0332,-0.9832,-0.0032,0.0005,-0.0051,0.0071,0.006,0.0131
disturbia,2026-09-01 15:40:36,0.1367,-0.042,-0.99,0.0139,0.0007,-0.0034,0.0003,0.0143,0.0146
disturbia,2026-09-01 15:40:36,0.135,-0.0461,-0.9927,0.0017,0.0007,-0.0046,0.0029,0.005,0.0079
disturbia,2026-09-01 15:40:36,0.1353,-0.0427,-0.9902,-0.0159,0.0002,-0.0061,0.0003,0.017,0.0173
disturbia,2026-09-01 15:40:37,0.1357,-0.033,-0.9839,-0.0002,0.0005,-0.0046,0.0062,0.0046,0.0108
disturbia,2026-09-01 15:40:37,0.1589,-0.1672,-1.0967,-0.0532,-0.01,-0.3354,0.1207,0.3397,0.4604
disturbia,2026-09-01 15:40:37,-0.1987,0.8684,-0.9475,-1.8459,0.0007,0.5354,0.3005,1.922,2.2225
disturbia,2026-09-01 15:40:37,0.6016,0.376,-1.6841,1.4177,-0.0254,0.2729,0.8274,1.444,2.2714
disturbia,2026-09-01 15:40:37,-0.4248,-0.0068,-0.4243,0.4192,1.1951,1.1121,0.3996,1.6855,2.0851
disturbia,2026-09-01 15:40:37,-3.02,-3.4424,-0.1179,-0.1658,0.3301,-2.3157,3.5809,2.345,5.9259
disturbia,2026-09-01 15:40:37,-3.5212,3.4758,-1.7068,0.1157,-1.2756,-2.5979,4.2339,2.8965,7.1304
disturbia,2026-09-01 15:40:37,-2.5039,4.3564,-2.3494,-0.9116,0.2385,3.1736,4.5468,3.3105,7.8573
disturbia,2026-09-01 15:40:37,-5.5901,-1.8904,-1.1277,-1.2356,0.8252,2.8447,5.0079,3.2094,8.2173
disturbia,2026-09-01 15:40:37,-4.7114,-1.905,-0.2737,0.6885,-0.7605,-3.2017,4.0893,3.362,7.4513
disturbia,2026-09-01 15:40:38,-0.4744,7.873,-3.4326,0.5237,-0.1794,-1.5435,7.6019,1.6398,9.2417
disturbia,2026-09-01 15:40:38,-1.8682,0.8171,-0.8645,-0.9302,0.5427,2.949,1.2148,3.1395,4.3543
disturbia,2026-09-01 15:40:38,-3.7485,-7.0737,-2.7632,0.9558,-0.4387,-0.9346,7.469,1.4069,8.8759
disturbia,2026-09-01 15:40:38,-2.583,6.0078,-3.4822,-0.2024,-0.2014,-2.6538,6.4089,2.6691,9.078
disturbia,2026-09-01 15:40:38,-2.8513,2.9551,-1.6389,-2.1624,0.4304,3.5352,3.4214,4.1664,7.5878
disturbia,2026-09-01 15:40:38,-4.7927,-3.3459,-3.019,-0.8325,-0.4473,1.6094,5.5787,1.8664,7.4451
disturbia,2026-09-01 15:40:38,-4.3599,-0.124,-2.134,1.782,-0.6882,-3.3708,3.8557,3.8745,7.7302
disturbia,2026-09-01 15:40:38,-0.5364,7.9636,-2.5205,0.5645,0.3203,-0.7876,7.3702,1.0206,8.3908
disturbia,2026-09-01 15:40:38,-4.1221,0.6829,-1.1482,-0.6294,-0.3403,3.2012,3.3332,3.2802,6.6134
disturbia,2026-09-01 15:40:39,-5.9688,-4.1575,-0.7766,0.1765,0.543,-2.762,6.3154,2.8204,9.1358
disturbia,2026-09-01 15:40:39,-3.2642,7.9551,-2.5872,1.1714,0.1155,-3.1587,7.9795,3.3709,11.3504
disturbia,2026-09-01 15:40:39,-3.2178,2.01,-0.5137,-0.9939,-0.7266,3.2566,2.8286,3.4816,6.3102
disturbia,2026-09-01 15:40:39,-5.2874,-5.2019,-4.4751,0.4824,-0.4272,1.8115,7.6627,1.9227,9.5854
disturbia,2026-09-01 15:40:39,-4.1677,0.429,-1.4998,0.5574,-0.1099,-3.052,3.4501,3.1044,6.5545
disturbia,2026-09-01 15:40:39,-0.2683,7.9607,-1.1128,0.4668,0.5205,-0.9551,7.0426,1.1837,8.2263
disturbia,2026-09-01 15:40:39,-0.9407,0.4441,-0.7166,-0.6975,-0.3118,2.3054,0.2632,2.4287,2.6919
disturbia,2026-09-01 15:40:39,-2.2383,-2.6921,-2.9805,0.3884,-0.6299,1.1138,3.5979,1.3372,4.9351
disturbia,2026-09-01 15:40:39,-2.4207,-0.3757,-1.4917,0.5566,0.1262,-2.46,1.8681,2.5253,4.3934
disturbia,2026-09-01 15:40:39,-0.3276,5.1907,-1.2495,0.7891,0.2476,-1.9355,4.349,2.1048,6.4538
disturbia,2026-09-01 15:40:40,-0.7168,1.4739,-0.3608,-1.3484,0.0579,2.0112,0.6782,2.4221,3.1003
disturbia,2026-09-01 15:40:40,-2.7361,-3.384,-4.3086,-0.9382,-0.9502,0.5574,5.1239,1.447,6.5709
disturbia,2026-09-01 15:40:40,-1.6309,1.074,-1.1982,1.1733,0.479,-2.2026,1.2911,2.5412,3.8323
disturbia,2026-09-01 15:40:40,0.1428,5.0432,-0.0146,0.0723,0.303,0.156,4.0452,0.3484,4.3936
disturbia,2026-09-01 15:40:40,-0.5437,-0.0752,-0.1511,-1.2993,-0.5273,1.4219,0.4307,1.997,2.4277
disturbia,2026-09-01 15:40:40,-0.3503,-1.8738,-2.1628,0.9836,0.2134,-1.1902,1.883,1.5587,3.4417
disturbia,2026-09-01 15:40:40,-0.8445,2.894,-1.249,0.3181,0.1699,-1.5276,2.2632,1.5696,3.8328
disturbia,2026-09-01 15:40:40,-1.3105,4.6533,-0.1335,-1.2847,-0.916,0.6619,3.8362,1.711,5.5472
disturbia,2026-09-01 15:40:40,-7.9285,1.3044,-1.9214,-2.7451,-2.5486,3.3479,7.2616,5.0239,12.2855
disturbia,2026-09-01 15:40:41,0.3628,0.9846,2.4485,-0.2368,0.8501,-0.5732,1.6639,1.0523,2.7162
disturbia,2026-09-01 15:40:41,0.1697,-0.3286,-1.4873,-0.0334,0.1594,-0.3433,0.5326,0.38,0.9126
disturbia,2026-09-01 15:40:41,-0.9419,0.3284,-1.4673,0.3528,0.6262,-1.1777,0.7743,1.3797,2.154
disturbia,2026-09-01 15:40:41,-0.5549,1.3093,-1.1936,0.6121,0.5242,-1.4124,0.8566,1.6261,2.4827
disturbia,2026-09-01 15:40:41,-0.3479,2.3296,-0.8486,0.3865,0.3188,-0.8926,1.5036,1.0236,2.5272
disturbia,2026-09-01 15:40:41,-0.1453,2.823,-0.8066,-0.4292,0.1851,0.8616,1.9396,0.9802,2.9198
disturbia,2026-09-01 15:40:41,-0.291,0.4326,-0.3762,-0.5454,0.1257,1.9612,0.3571,2.0395,2.3966
disturbia,2026-09-01 15:40:41,-1.146,-1.3611,-0.5647,-0.8176,-0.2412,1.7959,0.8668,1.9879,2.8547
disturbia,2026-09-01 15:40:41,-1.6699,-1.2661,-1.355,-0.0784,0.0952,-1.5847,1.4955,1.5895,3.085
disturbia,2026-09-01 15:40:41,-0.7556,1.7236,-1.9111,0.3616,-0.4712,-2.27,1.6822,2.3464,4.0286
disturbia,2026-09-01 15:40:42,0.2024,3.2844,-0.8564,-0.5293,0.2163,-0.5425,2.4002,0.7882,3.1884
disturbia,2026-09-01 15:40:42,-0.0129,1.3748,-0.3181,-1.9004,-0.2739,1.3926,0.4112,2.3719,2.7831
disturbia,2026-09-01 15:40:42,-0.6267,0.1482,-0.0376,0.1221,-0.3542,2.2166,0.3549,2.248,2.6029
disturbia,2026-09-01 15:40:42,-2.3689,-2.8767,0.1819,1.4844,-2.1082,2.2358,2.731,3.4127,6.1437
disturbia,2026-09-01 15:40:42,-1.198,-0.9578,-0.4722,-0.0837,-1.6838,-1.0422,0.6049,1.982,2.5869
disturbia,2026-09-01 15:40:42,-1.0042,1.1843,-2.5461,-1.085,-1.5508,-3.1497,1.9822,3.6746,5.6568
disturbia,2026-09-01 15:40:42,-0.4253,2.5298,0.6272,-1.8831,-0.6448,-0.179,1.6409,1.9985,3.6394
disturbia,2026-09-01 15:40:42,-0.2615,1.0808,0.1038,-1.2073,-0.8899,0.6636,0.1168,1.6401,1.7569
disturbia,2026-09-01 15:40:42,-1.2825,0.3081,0.1714,2.0916,-1.3408,3.5962,0.3301,4.3709,4.701
disturbia,2026-09-01 15:40:42,-1.8086,-1.6599,0.1428,0.0847,-0.7087,-0.5818,1.459,0.9208,2.3798
disturbia,2026-09-01 15:40:43,-0.73,-1.1021,-0.9121,-0.3123,-1.1599,-1.2637,0.6061,1.7435,2.3496
disturbia,2026-09-01 15:40:43,-0.0032,0.3132,-1.5024,-0.1924,-0.8799,-1.8796,0.5347,2.0843,2.619
disturbia,2026-09-01 15:40:43,0.4167,1.9417,-0.5784,-1.6655,0.3005,-1.2837,1.0684,2.1242,3.1926
disturbia,2026-09-01 15:40:43,-0.2927,1.9255,-0.1394,-1.7158,-0.5168,-0.3994,0.9526,1.8359,2.7885
disturbia,2026-09-01 15:40:43,-0.3247,1.1318,-0.3818,-0.0181,-1.2378,0.9333,0.2378,1.5503,1.7881
disturbia,2026-09-01 15:40:43,-1.5457,-0.3301,0.3374,3.1892,-0.5854,3.9263,0.6162,5.0921,5.7083
disturbia,2026-09-01 15:40:43,-1.7314,-3.0745,0.9265,0.3538,-0.8281,0.8186,2.6481,1.217,3.8651
disturbia,2026-09-01 15:40:43,-0.9314,-1.2007,-0.1118,-0.2957,-0.9905,-1.2815,0.5237,1.6464,2.1701
disturbia,2026-09-01 15:40:43,-0.4578,0.0337,-1.718,0.0276,-1.2876,-2.2363,0.7783,2.5806,3.3589
disturbia,2026-09-01 15:40:44,-0.1267,3.0708,0.1599,-1.5381,-0.1589,-1.3853,2.0776,2.0761,4.1537
disturbia,2026-09-01 15:40:44,-0.4482,1.5461,0.196,-1.811,-0.6355,0.5894,0.6216,2.0077,2.6293
disturbia,2026-09-01 15:40:44,-0.2554,0.8958,-0.2329,0.8149,-1.3765,2.47,0.0398,2.9427,2.9825
disturbia,2026-09-01 15:40:44,-2.1829,-4.0068,0.1465,-0.4302,-1.4041,0.604,3.5652,1.5879,5.1531
disturbia,2026-09-01 15:40:44,-1.3103,-0.8069,-1.2327,0.1089,-2.0122,-2.4299,0.9717,3.1568,4.1285
disturbia,2026-09-01 15:40:44,-0.6477,4.6975,2.0427,-1.6565,-0.4258,-2.2153,4.1632,2.7987,6.9619
disturbia,2026-09-01 15:40:44,-0.1475,1.2021,0.408,-1.7415,-0.656,0.5811,0.278,1.9496,2.2276
disturbia,2026-09-01 15:40:44,-0.6567,0.7261,0.2041,1.5347,-1.6145,2.6506,0.0001,3.4623,3.4624
disturbia,2026-09-01 15:40:44,-2.717,-3.8999,0.6799,-0.6992,-0.7061,0.4531,3.8014,1.0921,4.8935
disturbia,2026-09-01 15:40:44,-1.3682,-0.8145,-1.7664,-0.019,-1.9377,-2.0764,1.3781,2.8402,4.2183
disturbia,2026-09-01 15:40:45,-1.0464,3.1978,0.4858,-2.196,0.7307,-2.7805,2.3995,3.6177,6.0172
disturbia,2026-09-01 15:40:45,-0.4944,1.1997,0.3518,-1.2068,-0.0964,1.738,0.3444,2.1181,2.4625
disturbia,2026-09-01 15:40:45,-0.635,0.0576,0.4502,-0.2783,-0.3894,2.5046,0.2195,2.5499,2.7694
disturbia,2026-09-01 15:40:45,-2.6675,-2.917,-0.9907,0.0608,-2.239,-0.9827,3.075,2.4459,5.5209
disturbia,2026-09-01 15:40:45,-1.4978,0.1992,-1.5967,-0.3083,-1.6501,-3.2434,1.1983,3.6521,4.8504
disturbia,2026-09-01 15:40:45,0.2183,1.7864,-0.8042,-0.6919,-0.0776,0.3025,0.9712,0.7591,1.7303
disturbia,2026-09-01 15:40:45,0.1875,0.5105,-1.084,-0.6492,0.2888,1.5481,0.2128,1.7034,1.9162
disturbia,2026-09-01 15:40:45,-0.7258,-1.5808,-0.3345,-0.5312,-0.0852,1.6084,0.7713,1.696,2.4673
disturbia,2026-09-01 15:40:45,-0.6782,-1.1743,-1.3806,0.6414,-0.6741,-2.2527,0.9352,2.4373,3.3725
disturbia,2026-09-01 15:40:46,-2.2781,1.9739,-1.063,-0.3325,1.0068,-3.5127,2.1962,3.6692,5.8654
disturbia,2026-09-01 15:40:46,-0.8994,0.9116,-0.5554,-0.6453,-0.1409,1.4192,0.3959,1.5654,1.9613
disturbia,2026-09-01 15:40:46,-1.2935,-0.033,-0.8279,-0.0244,-0.0835,3.6975,0.5361,3.6985,4.2346
disturbia,2026-09-01 15:40:46,-0.437,-3.1221,-0.4419,-0.2075,-0.0234,0.7244,2.1834,0.7539,2.9373
disturbia,2026-09-01 15:40:46,-1.1392,-0.9038,-0.9783,0.6094,-0.6125,-3.2449,0.7526,3.358,4.1106
disturbia,2026-09-01 15:40:46,-0.3699,3.9553,-1.3367,1.0034,-0.0464,-1.5081,3.1914,1.812,5.0034
disturbia,2026-09-01 15:40:46,-0.0854,0.9343,-0.5706,-0.512,0.1152,1.4053,0.0981,1.5001,1.5982
disturbia,2026-09-01 15:40:46,-0.9956,-0.4182,-0.4927,0.1047,0.1025,3.0435,0.187,3.047,3.234
disturbia,2026-09-01 15:40:46,-0.3865,-2.5723,-0.7322,0.0637,-0.4165,-0.9944,1.7023,1.08,2.7823
disturbia,2026-09-01 15:40:46,-1.8643,-0.5442,-1.0073,0.2429,-0.3572,-3.6658,1.1878,3.6912,4.879
disturbia,2026-09-01 15:40:47,-1.1655,2.9358,-1.3108,-0.2666,-0.1809,1.2705,2.4199,1.3107,3.7306
disturbia,2026-09-01 15:40:47,0.2478,1.125,-0.5049,-0.707,0.2141,2.1206,0.2578,2.2456,2.5034
disturbia,2026-09-01 15:40:47,-0.0745,-1.3845,-0.5005,-0.198,-0.1057,2.1038,0.4741,2.1157,2.5898
disturbia,2026-09-01 15:40:47,-0.0171,-1.5967,-0.8633,-0.009,-0.1646,-0.9768,0.8152,0.9906,1.8058
disturbia,2026-09-01 15:40:47,-1.4177,-0.6831,-1.0554,0.5095,-0.3123,-3.2212,0.8948,3.2762,4.171
disturbia,2026-09-01 15:40:47,-0.7534,4.2236,-1.0574,-0.0173,0.0505,0.3535,3.4187,0.3575,3.7762
disturbia,2026-09-01 15:40:47,0.2319,0.8582,-0.4753,-0.5681,0.3516,1.8479,0.0081,1.965,1.9731
disturbia,2026-09-01 15:40:47,-0.4658,-0.9065,-0.4829,-0.1858,-0.0601,2.479,0.1278,2.4867,2.6145
disturbia,2026-09-01 15:40:47,-0.093,-1.6199,-1.0845,0.1655,-0.3704,-1.3625,0.9516,1.4216,2.3732
disturbia,2026-09-01 15:40:48,-1.946,0.0176,-0.9785,0.4766,0.0483,-3.6865,1.1782,3.7175,4.8957
disturbia,2026-09-01 15:40:48,-1.2439,0.5652,-1.1282,-0.9282,0.0051,1.8242,0.7719,2.0468,2.8187
disturbia,2026-09-01 15:40:48,-1.4487,0.905,-0.9485,-0.8328,-0.1987,3.8352,0.9538,3.9296,4.8834
disturbia,2026-09-01 15:40:48,-0.571,-3.1812,-0.8523,-0.2898,-0.085,0.2449,2.3425,0.3888,2.7313
disturbia,2026-09-01 15:40:48,-0.9153,-0.7651,-0.7939,0.6455,-0.2126,-3.0449,0.433,3.1198,3.5528
disturbia,2026-09-01 15:40:48,-0.2273,3.9705,-1.5242,0.9783,-0.2393,-1.9641,3.2591,2.2073,5.4664
disturbia,2026-09-01 15:40:48,0.188,1.457,-0.4668,-0.6289,0.2468,1.6619,0.5415,1.794,2.3355
disturbia,2026-09-01 15:40:48,-1.1658,-2.208,-1.0483,-0.4419,-0.3318,2.8889,1.708,2.9413,4.6493
disturbia,2026-09-01 15:40:48,-0.4268,-1.3772,-0.8711,0.2935,0.1177,-2.1357,0.6845,2.159,2.8435
disturbia,2026-09-01 15:40:48,-1.614,1.6814,-1.0999,1.1633,-0.4292,-3.366,1.5772,3.5871,5.1643
disturbia,2026-09-01 15:40:49,-0.415,0.7112,-0.8298,-0.7109,0.5784,1.5645,0.169,1.8132,1.9822
disturbia,2026-09-01 15:40:49,-2.8601,-0.2935,-1.0669,-0.7605,-0.25,4.0825,2.0667,4.1602,6.2269
disturbia,2026-09-01 15:40:49,-0.24,-2.23,-0.9014,0.7024,-0.4429,-1.7656,1.4172,1.9511,3.3683
disturbia,2026-09-01 15:40:49,-2.1812,1.5903,-0.9932,1.248,-0.7166,-3.8464,1.8763,4.1068,5.9831
disturbia,2026-09-01 15:40:49,-0.2791,0.1365,-0.7893,-0.384,0.6504,1.0771,0.1518,1.3155,1.4673
disturbia,2026-09-01 15:40:49,-2.4001,0.0562,-0.7886,-0.9131,0.2922,4.0845,1.527,4.1955,5.7225
disturbia,2026-09-01 15:40:49,-0.6982,-2.4353,-0.7322,0.0828,-0.1492,-1.1382,1.6371,1.1509,2.788
disturbia,2026-09-01 15:40:49,-2.4626,-0.6792,-1.0364,0.6272,-0.6147,-4.1084,1.7568,4.2012,5.958
disturbia,2026-09-01 15:40:49,-0.7356,0.0623,-1.2703,-0.5688,0.575,2.0989,0.4692,2.2493,2.7185
disturbia,2026-09-01 15:40:49,0.9822,0.0188,-0.4114,-0.3923,0.3008,1.0347,0.065,1.1467,1.2117
disturbia,2026-09-01 15:40:50,0.749,-0.0793,-0.1121,-0.2117,0.0269,0.491,0.2385,0.5354,0.7739
disturbia,2026-09-01 15:40:50,1.3098,0.748,-0.4438,-0.3972,0.0481,-0.2214,0.5723,0.4573,1.0296
disturbia,2026-09-01 15:40:50,0.7146,0.1929,-0.2993,-0.2302,-0.0818,1.2241,0.2016,1.2482,1.4498
disturbia,2026-09-01 15:40:50,0.1707,-2.2083,-0.5388,-0.009,0.1274,-1.5647,1.2795,1.5699,2.8494
disturbia,2026-09-01 15:40:50,-1.8967,0.9109,-0.7019,1.0781,-0.5723,-3.8396,1.2181,4.0289,5.247
disturbia,2026-09-01 15:40:50,0.2632,0.5103,-0.624,-0.5161,0.6582,1.3486,0.152,1.5869,1.7389
disturbia,2026-09-01 15:40:50,-1.272,-0.1987,-0.4978,-0.7605,0.261,3.198,0.3803,3.2975,3.6778
disturbia,2026-09-01 15:40:50,-0.0198,-2.4226,-0.6077,-0.1436,-0.2358,-1.0393,1.4977,1.0753,2.573
disturbia,2026-09-01 15:40:50,-1.6482,0.4644,-0.646,0.4683,-0.4829,-3.5286,0.8302,3.5921,4.4223
disturbia,2026-09-01 15:40:51,-0.5112,0.8586,-1.1289,-0.5654,0.416,2.0247,0.5076,2.1429,2.6505
disturbia,2026-09-01 15:40:51,-0.1558,-0.1104,-0.436,-0.6843,0.3386,2.5442,0.524,2.6563,3.1803
disturbia,2026-09-01 15:40:51,0.1768,-1.7463,-0.7771,0.5991,-0.7053,-1.9719,0.9196,2.1782,3.0978
disturbia,2026-09-01 15:40:51,-0.8193,3.1257,-1.7996,0.949,-0.4968,-2.6541,2.6986,2.8621,5.5607
disturbia,2026-09-01 15:40:51,0.2444,0.8872,-0.7454,-0.9509,0.584,1.6204,0.1843,1.9675,2.1518
disturbia,2026-09-01 15:40:51,-1.1062,-0.4124,-0.1523,-0.2695,-0.0916,2.8254,0.1904,2.8397,3.0301
disturbia,2026-09-01 15:40:51,-0.4736,-1.8047,-0.689,0.5447,-0.4722,-2.1987,0.989,2.3139,3.3029
disturbia,2026-09-01 15:40:51,-1.498,2.229,-1.4849,1.3469,-0.9216,-3.1804,2.0688,3.5747,5.6435
disturbia,2026-09-01 15:40:51,-0.4104,0.3347,-1.1235,-1.063,0.7036,2.2136,0.2421,2.5544,2.7965
disturbia,2026-09-01 15:40:51,-1.6553,0.0967,-0.6892,-0.5747,0.1604,3.6111,0.7957,3.6601,4.4558
disturbia,2026-09-01 15:40:52,-1.0808,-3.3079,-0.5588,-0.0232,-0.2412,-0.5129,2.5246,0.5673,3.0919
disturbia,2026-09-01 15:40:52,-2.5605,-0.3071,-0.8137,0.3186,-0.7661,-4.2556,1.7042,4.3357,6.0399
disturbia,2026-09-01 15:40:52,-0.9285,1.9175,-1.7258,-0.3093,0.1775,1.9897,1.7418,2.0214,3.7632
disturbia,2026-09-01 15:40:52,-0.2937,0.2979,-0.5049,-0.8428,0.8428,3.104,0.3443,3.325,3.6693
disturbia,2026-09-01 15:40:52,-0.3762,-3.9346,-0.3699,-0.5149,-0.2253,0.647,2.9698,0.857,3.8268
disturbia,2026-09-01 15:40:52,-1.5618,-0.4116,-1.0474,0.5288,-0.9385,-3.4006,0.925,3.5671,4.4921
disturbia,2026-09-01 15:40:52,0.9004,2.2627,-0.6523,-0.4097,0.1831,0.7563,1.5211,0.8794,2.4005
disturbia,2026-09-01 15:40:52,0.0439,-1.4348,-0.4282,0.0659,0.3479,1.9875,0.498,2.0188,2.5168
disturbia,2026-09-01 15:40:52,-1.4021,-1.8562,-0.5662,0.4509,-0.4917,-3.5435,1.3941,3.6058,4.9999
disturbia,2026-09-01 15:40:53,-1.0454,3.0093,-2.1208,-0.2053,0.009,1.875,2.8271,1.8862,4.7133
disturbia,2026-09-01 15:40:53,-0.4321,0.1868,-0.416,-1.0063,0.771,3.1902,0.3718,3.4328,3.8046
disturbia,2026-09-01 15:40:53,0.0686,-3.6143,-0.4668,-0.6272,-0.0059,-0.2888,2.645,0.6905,3.3355
disturbia,2026-09-01 15:40:53,-1.8408,-0.908,-0.9287,0.4534,-0.5972,-3.7368,1.2529,3.8113,5.0642
disturbia,2026-09-01 15:40:53,-0.2563,4.5925,-1.6963,-0.0703,-0.1392,1.0254,3.9025,1.0372,4.9397
disturbia,2026-09-01 15:40:53,-0.3335,0.3369,-0.6636,-0.9399,0.6704,2.9412,0.1845,3.1597,3.3442
disturbia,2026-09-01 15:40:53,-0.2229,-3.3789,-0.0967,-0.7537,-0.2546,1.3057,2.3876,1.529,3.9166
disturbia,2026-09-01 15:40:53,-1.0869,-1.0518,-0.8533,0.5767,-0.5081,-3.0808,0.7366,3.1752,3.9118
disturbia,2026-09-01 15:40:53,-0.2212,4.8022,-1.97,0.1824,-0.4468,-1.9836,4.1953,2.0415,6.2368
disturbia,2026-09-01 15:40:53,0.1401,0.7278,-0.707,-0.9839,0.8701,2.1821,0.0243,2.5469,2.5712
disturbia,2026-09-01 15:40:54,-0.6753,-1.0259,-0.0632,-0.5117,0.0967,2.3181,0.2298,2.3759,2.6057
disturbia,2026-09-01 15:40:54,-0.3918,-2.1804,-0.5278,0.28,-0.427,-1.7805,1.2773,1.8523,3.1296
disturbia,2026-09-01 15:40:54,-1.3604,0.7095,-0.8108,0.5281,-0.5334,-3.1223,0.7354,3.2113,3.9467
disturbia,2026-09-01 15:40:54,-0.4395,1.605,-1.2397,-0.4829,0.075,1.7927,1.0751,1.8581,2.9332
disturbia,2026-09-01 15:40:54,0.2754,-0.0808,-0.3567,-0.4949,0.1152,2.1768,0.5422,2.2353,2.7775
disturbia,2026-09-01 15:40:54,0.2727,-1.5042,-0.4661,-0.7444,-0.2297,1.2732,0.5982,1.4926,2.0908
disturbia,2026-09-01 15:40:54,0.2126,-0.5486,-0.9028,0.1919,-0.4839,-1.5496,0.0776,1.6347,1.7123
disturbia,2026-09-01 15:40:54,0.189,1.6421,-0.1362,-0.6516,-0.5974,-1.1357,0.6585,1.4392,2.0977
disturbia,2026-09-01 15:40:54,-0.1218,1.4038,-0.7581,-1.3804,-1.3118,1.3772,0.6001,2.3501,2.9502
disturbia,2026-09-01 15:40:54,0.2698,0.3359,-0.2227,0.1533,0.3025,1.7505,0.515,1.783,2.298
